id_envio;corredor_de_armazenagem;metodo_de_envio;ligações_do_cliente;avaliação_do_cliente;preço;qtd_itens;importancia;genero;desconto;peso_g;Chegou_no_tempo;Destino;DataEnvio;dataEntrega;avaliacaoEntrega
190;B;PAC;2;4;134;3;low;F;42;1415;1;Rio Grande do Norte;segunda-feira, 19 de outubro de 2020;sábado, 24 de outubro de 2020;4
191;C;PAC;2;5;130;3;low;M;16;1092;1;#REF!;terça-feira, 13 de junho de 2023;sexta-feira, 16 de junho de 2023;5
192;F;PAC;2;5;133;3;low;F;62;1596;1;Mato Grosso;sábado, 11 de novembro de 2023;quinta-feira, 16 de novembro de 2023;5
193;D;PAC;2;4;140;3;low;F;7;1411;1;Paraná;sexta-feira, 29 de novembro de 2024;terça-feira, 3 de dezembro de 2024;5
194;F;PAC;2;2;158;3;low;M;28;1968;1;Tocantins;quinta-feira, 29 de agosto de 2024;sábado, 31 de agosto de 2024;5
195;A;PAC;4;2;270;4;low;F;46;1736;1;Goiás;sábado, 12 de fevereiro de 2022;terça-feira, 15 de fevereiro de 2022;4
196;B;PAC;2;5;140;3;low;F;30;1030;1;Ceará;sexta-feira, 18 de outubro de 2024;segunda-feira, 21 de outubro de 2024;5
197;C;PAC;2;2;135;3;low;M;15;1339;1;Tocantins;quarta-feira, 13 de outubro de 2021;segunda-feira, 18 de outubro de 2021;4
198;F;PAC;2;3;136;3;low;F;19;1568;1;Alagoas;segunda-feira, 5 de agosto de 2024;terça-feira, 6 de agosto de 2024;5
199;D;PAC;2;3;142;3;medium;F;38;7640;1;Tocantins;sábado, 11 de abril de 2020;quinta-feira, 16 de abril de 2020;5
200;F;PAC;2;2;154;3;medium;M;38;7846;1;Pernambuco;sábado, 16 de janeiro de 2021;segunda-feira, 18 de janeiro de 2021;4
201;A;PAC;2;3;139;3;low;M;9;1471;1;Tocantins;terça-feira, 6 de dezembro de 2022;domingo, 11 de dezembro de 2022;4
202;B;PAC;2;3;160;3;low;F;43;1251;1;Pará;quinta-feira, 21 de dezembro de 2023;sexta-feira, 22 de dezembro de 2023;5
203;C;PAC;2;4;134;3;low;M;58;1067;1;Mato Grosso do Sul;quarta-feira, 3 de abril de 2024;domingo, 7 de abril de 2024;4
204;F;PAC;5;3;161;5;high;M;48;1883;1;Goiás;sábado, 25 de setembro de 2021;quarta-feira, 29 de setembro de 2021;5
205;D;PAC;2;5;155;3;low;M;23;1602;1;Amazonas;segunda-feira, 17 de abril de 2023;sábado, 22 de abril de 2023;4
206;F;PAC;2;3;145;3;medium;F;24;7588;1;Goiás;segunda-feira, 9 de maio de 2022;quarta-feira, 11 de maio de 2022;5
207;A;PAC;2;2;157;3;low;M;1;1477;1;#REF!;domingo, 1 de dezembro de 2024;terça-feira, 3 de dezembro de 2024;5
208;B;PAC;2;2;160;3;low;M;48;1691;1;Minas Gerais;terça-feira, 24 de março de 2020;sexta-feira, 27 de março de 2020;4
209;C;PAC;2;4;152;3;low;M;55;1498;1;Mato Grosso do Sul;quinta-feira, 17 de outubro de 2024;sexta-feira, 18 de outubro de 2024;4
210;F;PAC;2;5;148;3;high;F;11;1502;1;Piauí;terça-feira, 5 de maio de 2020;quarta-feira, 6 de maio de 2020;5
211;D;PAC;2;1;127;3;low;F;15;1522;1;Maranhão;quarta-feira, 28 de julho de 2021;quinta-feira, 29 de julho de 2021;5
212;F;PAC;2;5;154;3;low;F;21;1113;1;Acre;sábado, 30 de março de 2024;terça-feira, 2 de abril de 2024;4
213;A;PAC;2;5;127;3;low;M;44;1341;1;Goiás;quinta-feira, 2 de dezembro de 2021;domingo, 5 de dezembro de 2021;5
214;B;PAC;2;5;160;3;medium;F;31;7401;1;Alagoas;sexta-feira, 12 de junho de 2020;quarta-feira, 17 de junho de 2020;4
215;C;PAC;2;4;129;3;low;F;48;1219;1;Paraíba;domingo, 21 de agosto de 2022;sexta-feira, 26 de agosto de 2022;4
216;F;PAC;2;5;158;3;low;F;40;1722;1;Rio de Janeiro;sexta-feira, 12 de julho de 2024;segunda-feira, 15 de julho de 2024;5
217;D;PAC;4;3;185;3;medium;M;3;3131;1;Mato Grosso;quarta-feira, 10 de maio de 2023;segunda-feira, 15 de maio de 2023;4
218;F;PAC;4;4;176;4;high;F;63;1293;1;Rio de Janeiro;segunda-feira, 28 de novembro de 2022;quarta-feira, 30 de novembro de 2022;5
219;A;PAC;3;4;148;3;low;M;37;1523;1;Espírito Santo;quinta-feira, 17 de novembro de 2022;segunda-feira, 21 de novembro de 2022;4
220;B;PAC;3;5;270;3;low;M;60;3885;1;Ceará;sábado, 28 de outubro de 2023;domingo, 29 de outubro de 2023;5
221;C;PAC;3;4;242;3;low;M;29;2381;1;Amazonas;sábado, 12 de fevereiro de 2022;quinta-feira, 17 de fevereiro de 2022;5
222;F;PAC;4;3;150;2;medium;M;31;1588;1;Rio Grande do Norte;segunda-feira, 5 de fevereiro de 2024;sábado, 10 de fevereiro de 2024;4
223;D;PAC;4;2;192;3;high;M;4;2061;1;Rio Grande do Norte;quarta-feira, 17 de março de 2021;sexta-feira, 19 de março de 2021;4
224;F;PAC;4;5;116;3;medium;F;9;1314;1;Acre;sexta-feira, 19 de julho de 2024;terça-feira, 23 de julho de 2024;5
225;A;PAC;3;4;192;3;medium;F;31;3331;1;Paraíba;sábado, 3 de abril de 2021;terça-feira, 6 de abril de 2021;5
226;B;PAC;5;4;255;4;medium;F;38;2771;1;Espírito Santo;sábado, 14 de março de 2020;domingo, 15 de março de 2020;5
227;C;PAC;4;3;161;7;medium;M;63;1496;1;Piauí;segunda-feira, 24 de abril de 2023;terça-feira, 25 de abril de 2023;5
228;F;PAC;4;2;157;3;low;F;48;1393;1;São Paulo;sábado, 8 de maio de 2021;terça-feira, 11 de maio de 2021;5
229;D;PAC;3;2;164;10;high;M;14;1375;1;Rio Grande do Norte;quinta-feira, 13 de janeiro de 2022;domingo, 16 de janeiro de 2022;5
230;F;PAC;3;3;162;7;medium;F;42;1278;1;Ceará;sábado, 16 de janeiro de 2021;quinta-feira, 21 de janeiro de 2021;4
231;A;PAC;3;1;146;2;low;F;54;1528;1;Paraíba;domingo, 31 de março de 2024;quinta-feira, 4 de abril de 2024;4
232;B;PAC;3;4;209;3;medium;F;60;2240;1;Sergipe;segunda-feira, 4 de outubro de 2021;terça-feira, 5 de outubro de 2021;5
233;C;PAC;5;5;134;2;medium;M;53;1088;1;Rio Grande do Sul;domingo, 3 de janeiro de 2021;terça-feira, 5 de janeiro de 2021;4
234;F;PAC;2;1;222;2;medium;M;58;3626;1;Roraima;quarta-feira, 12 de janeiro de 2022;domingo, 16 de janeiro de 2022;5
235;D;PAC;2;1;139;3;low;F;39;1582;1;Goiás;sábado, 22 de abril de 2023;quarta-feira, 26 de abril de 2023;5
236;F;PAC;2;2;134;3;low;M;38;1352;1;Rio de Janeiro;domingo, 6 de setembro de 2020;terça-feira, 8 de setembro de 2020;4
237;A;PAC;2;3;130;3;low;F;48;1801;1;Ceará;terça-feira, 6 de julho de 2021;sábado, 10 de julho de 2021;4
238;B;PAC;2;2;133;3;low;M;5;1268;1;Rio Grande do Norte;quinta-feira, 5 de agosto de 2021;sexta-feira, 6 de agosto de 2021;5
239;C;PAC;2;3;140;3;low;F;23;1372;1;Acre;quarta-feira, 12 de fevereiro de 2020;sábado, 15 de fevereiro de 2020;4
240;F;PAC;2;3;158;3;low;M;10;1515;1;Pernambuco;sexta-feira, 8 de maio de 2020;sábado, 9 de maio de 2020;5
241;D;PAC;4;5;270;4;low;M;65;1818;1;Ceará;quinta-feira, 1 de abril de 2021;sábado, 3 de abril de 2021;4
242;F;PAC;2;4;140;3;low;F;33;1278;1;Maranhão;quinta-feira, 12 de outubro de 2023;terça-feira, 17 de outubro de 2023;4
243;A;PAC;2;2;135;3;low;M;58;1734;1;Rondônia;quinta-feira, 12 de novembro de 2020;segunda-feira, 16 de novembro de 2020;4
244;B;PAC;2;4;136;3;low;M;43;1958;1;Amazonas;sábado, 14 de setembro de 2024;terça-feira, 17 de setembro de 2024;4
245;C;PAC;2;1;142;3;medium;F;8;6064;1;Pará;sábado, 28 de maio de 2022;terça-feira, 31 de maio de 2022;4
246;F;PAC;2;4;154;3;medium;F;48;7684;1;Paraíba;terça-feira, 10 de novembro de 2020;sexta-feira, 13 de novembro de 2020;4
247;D;PAC;2;3;139;3;low;F;3;1788;1;Pará;terça-feira, 6 de agosto de 2024;sexta-feira, 9 de agosto de 2024;4
248;F;sedex;2;4;160;3;low;F;50;1030;1;Distrito Federal;sexta-feira, 12 de abril de 2024;segunda-feira, 15 de abril de 2024;4
249;A;sedex;2;2;134;3;low;F;38;1530;1;Paraíba;sábado, 27 de julho de 2024;segunda-feira, 29 de julho de 2024;5
250;B;sedex;5;5;161;5;high;F;54;1511;1;Ceará;quarta-feira, 27 de março de 2024;segunda-feira, 1 de abril de 2024;5
251;C;sedex;2;3;155;3;low;F;45;1639;1;Acre;segunda-feira, 17 de maio de 2021;terça-feira, 18 de maio de 2021;5
252;F;sedex;2;2;145;3;medium;F;5;6102;1;Alagoas;segunda-feira, 14 de dezembro de 2020;terça-feira, 15 de dezembro de 2020;4
253;D;sedex;2;1;157;3;low;M;58;1930;1;Rio de Janeiro;sexta-feira, 7 de abril de 2023;sábado, 8 de abril de 2023;5
254;F;sedex;2;5;160;3;low;F;19;1399;1;Mato Grosso do Sul;terça-feira, 26 de janeiro de 2021;domingo, 31 de janeiro de 2021;5
255;A;sedex;2;2;152;3;low;F;61;1800;1;Acre;sexta-feira, 25 de novembro de 2022;quarta-feira, 30 de novembro de 2022;5
256;B;sedex;2;2;148;3;high;F;35;1349;1;Rio Grande do Sul;sexta-feira, 18 de outubro de 2024;domingo, 20 de outubro de 2024;5
257;C;sedex;2;2;127;3;low;M;13;1128;1;Paraná;quarta-feira, 15 de fevereiro de 2023;sábado, 18 de fevereiro de 2023;4
258;F;sedex;2;2;129;3;medium;F;22;6614;1;Piauí;quarta-feira, 17 de agosto de 2022;segunda-feira, 22 de agosto de 2022;5
259;D;sedex;2;3;158;3;low;F;13;1245;1;Rondônia;terça-feira, 19 de abril de 2022;domingo, 24 de abril de 2022;4
260;F;sedex;2;4;147;3;low;M;5;1920;1;Espírito Santo;domingo, 5 de fevereiro de 2023;terça-feira, 7 de fevereiro de 2023;5
261;A;sedex;2;5;159;3;low;F;49;1621;1;Pará;sexta-feira, 21 de junho de 2024;sábado, 22 de junho de 2024;5
262;B;sedex;2;3;151;3;low;F;23;1930;1;Minas Gerais;quinta-feira, 1 de abril de 2021;domingo, 4 de abril de 2021;4
263;C;sedex;3;1;294;4;low;F;52;1089;1;Pernambuco;quarta-feira, 18 de agosto de 2021;sábado, 21 de agosto de 2021;5
264;F;sedex;3;2;226;2;medium;M;45;1446;1;Mato Grosso;domingo, 19 de março de 2023;segunda-feira, 20 de março de 2023;4
265;D;sedex;5;3;271;5;high;M;9;1813;1;Rio Grande do Sul;domingo, 26 de setembro de 2021;segunda-feira, 27 de setembro de 2021;4
266;F;sedex;7;2;203;5;medium;F;61;1856;1;Distrito Federal;segunda-feira, 12 de abril de 2021;quinta-feira, 15 de abril de 2021;5
267;A;sedex;2;3;264;4;low;F;10;1648;1;Pará;domingo, 7 de junho de 2020;quinta-feira, 11 de junho de 2020;4
268;B;sedex;4;1;258;3;medium;M;36;2211;1;Mato Grosso;sexta-feira, 24 de julho de 2020;sábado, 25 de julho de 2020;5
269;C;sedex;3;5;241;3;low;F;21;3078;1;Paraná;sábado, 29 de abril de 2023;terça-feira, 2 de maio de 2023;4
270;F;Transportadora;4;5;208;3;medium;M;23;2056;1;Piauí;sábado, 16 de março de 2024;domingo, 17 de março de 2024;5
271;D;Transportadora;3;2;209;5;medium;F;12;3054;1;Mato Grosso;domingo, 28 de janeiro de 2024;terça-feira, 30 de janeiro de 2024;4
272;F;Transportadora;5;1;182;2;medium;F;23;2707;1;Rondônia;quinta-feira, 25 de abril de 2024;domingo, 28 de abril de 2024;4
273;A;Transportadora;4;5;148;2;medium;F;43;1087;1;Pará;terça-feira, 30 de janeiro de 2024;sexta-feira, 2 de fevereiro de 2024;5
274;B;Transportadora;2;3;183;2;medium;F;52;3199;1;Sergipe;quinta-feira, 15 de julho de 2021;sexta-feira, 16 de julho de 2021;5
275;C;Transportadora;3;5;229;6;medium;M;22;2717;1;Mato Grosso do Sul;quarta-feira, 4 de maio de 2022;sábado, 7 de maio de 2022;4
276;F;Transportadora;5;5;115;5;low;F;26;1692;1;Pará;quinta-feira, 29 de agosto de 2024;segunda-feira, 2 de setembro de 2024;4
277;D;Transportadora;4;2;136;3;low;F;65;1962;1;Rio de Janeiro;segunda-feira, 12 de setembro de 2022;sexta-feira, 16 de setembro de 2022;4
278;F;Transportadora;4;4;212;3;low;M;21;3307;1;Paraná;quarta-feira, 21 de abril de 2021;domingo, 25 de abril de 2021;5
279;A;Transportadora;4;3;171;3;low;F;24;1304;1;Santa Catarina;quarta-feira, 11 de agosto de 2021;sexta-feira, 13 de agosto de 2021;4
280;B;Transportadora;3;1;151;2;low;M;60;1925;1;Paraíba;sábado, 17 de dezembro de 2022;domingo, 18 de dezembro de 2022;4
281;C;Transportadora;3;1;205;3;medium;M;39;3062;1;Rondônia;quinta-feira, 14 de outubro de 2021;domingo, 17 de outubro de 2021;4
282;F;Transportadora;5;4;147;3;medium;M;23;1132;1;Rio de Janeiro;sexta-feira, 19 de março de 2021;domingo, 21 de março de 2021;4
283;D;Transportadora;3;3;155;3;low;F;29;1712;1;Mato Grosso;quarta-feira, 21 de agosto de 2024;sexta-feira, 23 de agosto de 2024;5
284;F;Transportadora;5;4;165;3;low;F;20;1150;1;Ceará;segunda-feira, 29 de abril de 2024;quinta-feira, 2 de maio de 2024;4
285;A;Transportadora;5;5;230;3;low;F;32;3249;1;Mato Grosso;terça-feira, 12 de janeiro de 2021;domingo, 17 de janeiro de 2021;5
286;B;Transportadora;2;4;181;4;medium;M;13;2309;1;Sergipe;sexta-feira, 2 de setembro de 2022;quarta-feira, 7 de setembro de 2022;5
287;C;Transportadora;5;3;234;2;low;F;55;3308;1;Pará;quarta-feira, 9 de outubro de 2024;quinta-feira, 10 de outubro de 2024;4
288;F;Transportadora;4;4;149;3;low;M;34;1977;1;Goiás;sexta-feira, 22 de novembro de 2024;domingo, 24 de novembro de 2024;4
289;D;Transportadora;5;5;156;2;low;M;44;1561;1;Rondônia;quarta-feira, 21 de outubro de 2020;quinta-feira, 22 de outubro de 2020;4
290;F;Transportadora;4;2;172;3;medium;F;59;1858;1;Acre;domingo, 24 de outubro de 2021;terça-feira, 26 de outubro de 2021;4
291;A;Transportadora;4;4;270;3;low;M;12;3279;1;Piauí;quinta-feira, 3 de novembro de 2022;domingo, 6 de novembro de 2022;5
292;B;PAC;4;1;206;3;medium;M;23;3807;1;Santa Catarina;segunda-feira, 23 de novembro de 2020;sábado, 28 de novembro de 2020;4
293;C;PAC;4;3;211;4;medium;M;40;3106;1;São Paulo;sexta-feira, 12 de junho de 2020;sábado, 13 de junho de 2020;4
294;F;PAC;3;2;136;4;low;M;62;1090;1;Rio Grande do Norte;domingo, 12 de novembro de 2023;sexta-feira, 17 de novembro de 2023;5
295;D;PAC;5;1;186;2;high;F;52;3981;1;Paraná;quinta-feira, 24 de agosto de 2023;sexta-feira, 25 de agosto de 2023;4
296;F;PAC;3;1;202;2;medium;M;62;3398;1;Minas Gerais;quarta-feira, 17 de junho de 2020;segunda-feira, 22 de junho de 2020;4
297;A;PAC;4;2;183;3;medium;F;12;3646;1;Bahia;sábado, 6 de maio de 2023;segunda-feira, 8 de maio de 2023;5
298;B;PAC;4;4;232;2;low;M;36;2861;1;Roraima;segunda-feira, 19 de fevereiro de 2024;quarta-feira, 21 de fevereiro de 2024;5
299;C;PAC;4;2;147;4;medium;M;52;1129;1;Amazonas;segunda-feira, 11 de julho de 2022;sábado, 16 de julho de 2022;4
300;F;PAC;4;3;136;3;medium;M;20;1531;1;Rondônia;quarta-feira, 3 de junho de 2020;sábado, 6 de junho de 2020;5
301;D;PAC;5;3;127;3;low;F;43;1446;1;Espírito Santo;segunda-feira, 2 de outubro de 2023;quinta-feira, 5 de outubro de 2023;5
302;F;PAC;4;5;202;2;medium;M;35;3695;1;Mato Grosso;quarta-feira, 17 de fevereiro de 2021;domingo, 21 de fevereiro de 2021;4
303;A;PAC;3;4;241;2;low;M;57;3671;1;Minas Gerais;sábado, 7 de setembro de 2024;quinta-feira, 12 de setembro de 2024;4
304;B;PAC;4;3;222;2;medium;M;55;3833;1;Paraíba;quinta-feira, 6 de janeiro de 2022;domingo, 9 de janeiro de 2022;4
305;C;PAC;3;2;183;4;medium;F;12;2777;1;#REF!;quinta-feira, 25 de agosto de 2022;sábado, 27 de agosto de 2022;5
306;F;PAC;4;4;249;3;medium;F;36;3769;1;Espírito Santo;domingo, 26 de abril de 2020;segunda-feira, 27 de abril de 2020;4
307;D;PAC;3;1;243;4;high;M;59;3838;1;Rondônia;terça-feira, 1 de agosto de 2023;domingo, 6 de agosto de 2023;5
308;F;PAC;3;3;163;3;medium;M;9;1257;1;Espírito Santo;segunda-feira, 1 de novembro de 2021;quinta-feira, 4 de novembro de 2021;4
309;A;PAC;4;2;165;2;high;M;11;1596;1;Rio Grande do Sul;quinta-feira, 29 de fevereiro de 2024;sexta-feira, 1 de março de 2024;4
310;B;PAC;5;5;266;3;medium;F;53;3089;1;Rio Grande do Sul;domingo, 23 de fevereiro de 2020;segunda-feira, 24 de fevereiro de 2020;5
311;C;PAC;3;4;193;2;medium;M;48;3909;1;Alagoas;segunda-feira, 28 de agosto de 2023;quinta-feira, 31 de agosto de 2023;5
312;F;PAC;3;2;154;3;low;F;56;1136;1;Rio Grande do Norte;quarta-feira, 25 de novembro de 2020;sexta-feira, 27 de novembro de 2020;5
313;D;PAC;3;3;140;3;medium;M;51;1046;1;#REF!;terça-feira, 5 de julho de 2022;sexta-feira, 8 de julho de 2022;4
314;F;PAC;4;3;272;3;medium;M;38;3705;1;Pernambuco;domingo, 10 de dezembro de 2023;sexta-feira, 15 de dezembro de 2023;5
315;A;PAC;4;2;143;6;medium;M;20;1654;1;Pará;quinta-feira, 5 de dezembro de 2024;sábado, 7 de dezembro de 2024;5
316;B;PAC;4;2;138;3;low;F;30;1805;1;Paraíba;domingo, 14 de julho de 2024;terça-feira, 16 de julho de 2024;5
317;C;PAC;4;2;238;2;high;M;17;3358;1;Rio Grande do Norte;terça-feira, 24 de novembro de 2020;domingo, 29 de novembro de 2020;5
318;F;PAC;4;5;273;4;medium;F;31;2373;1;Mato Grosso do Sul;sábado, 12 de agosto de 2023;terça-feira, 15 de agosto de 2023;5
319;D;PAC;3;1;200;2;medium;M;27;2551;1;Mato Grosso;sábado, 21 de agosto de 2021;quarta-feira, 25 de agosto de 2021;4
320;F;PAC;4;5;213;4;low;M;39;2381;1;Espírito Santo;domingo, 19 de dezembro de 2021;segunda-feira, 20 de dezembro de 2021;5
321;A;PAC;3;4;224;2;medium;F;15;2701;1;Roraima;quarta-feira, 19 de julho de 2023;sábado, 22 de julho de 2023;4
322;B;PAC;4;5;141;3;medium;M;12;1672;1;Pernambuco;sábado, 12 de março de 2022;quarta-feira, 16 de março de 2022;4
323;C;PAC;3;3;150;3;low;M;46;1040;1;Bahia;domingo, 12 de setembro de 2021;quinta-feira, 16 de setembro de 2021;5
324;F;PAC;3;1;192;2;low;M;33;2818;1;Pará;quinta-feira, 26 de setembro de 2024;domingo, 29 de setembro de 2024;4
325;D;PAC;5;1;279;4;medium;F;24;3440;1;Acre;quinta-feira, 20 de fevereiro de 2020;segunda-feira, 24 de fevereiro de 2020;4
326;F;PAC;3;4;246;3;medium;M;30;3748;1;Paraná;segunda-feira, 27 de novembro de 2023;sábado, 2 de dezembro de 2023;5
327;A;PAC;3;4;173;3;medium;M;52;1587;1;Mato Grosso do Sul;sexta-feira, 7 de agosto de 2020;segunda-feira, 10 de agosto de 2020;4
328;B;PAC;4;4;233;4;medium;F;59;2358;1;Mato Grosso;segunda-feira, 18 de outubro de 2021;sábado, 23 de outubro de 2021;4
329;C;PAC;5;1;274;2;medium;M;24;2423;1;Santa Catarina;terça-feira, 29 de junho de 2021;quinta-feira, 1 de julho de 2021;4
330;F;PAC;4;5;243;4;medium;F;41;2782;1;Mato Grosso do Sul;segunda-feira, 6 de dezembro de 2021;terça-feira, 7 de dezembro de 2021;5
331;D;PAC;3;4;197;3;medium;F;56;3427;1;Acre;terça-feira, 3 de janeiro de 2023;sexta-feira, 6 de janeiro de 2023;4
332;F;PAC;4;3;140;3;high;F;46;1072;1;Pará;terça-feira, 24 de novembro de 2020;quinta-feira, 26 de novembro de 2020;5
333;A;PAC;3;5;215;3;medium;F;22;2585;1;Ceará;segunda-feira, 28 de setembro de 2020;sexta-feira, 2 de outubro de 2020;5
334;B;PAC;3;4;211;3;medium;M;8;3710;1;Piauí;quarta-feira, 4 de janeiro de 2023;quinta-feira, 5 de janeiro de 2023;4
335;C;PAC;4;2;220;5;low;M;33;2854;1;Roraima;sexta-feira, 16 de outubro de 2020;sábado, 17 de outubro de 2020;5
336;F;PAC;3;1;194;4;low;M;64;2026;1;Amazonas;domingo, 27 de março de 2022;segunda-feira, 28 de março de 2022;5
337;D;PAC;5;1;262;3;medium;F;58;3599;1;Acre;quarta-feira, 12 de outubro de 2022;domingo, 16 de outubro de 2022;5
338;F;PAC;4;4;201;2;low;F;1;3147;1;Paraíba;segunda-feira, 7 de agosto de 2023;sábado, 12 de agosto de 2023;4
339;A;PAC;3;5;261;3;medium;M;15;2989;1;Goiás;quarta-feira, 13 de abril de 2022;segunda-feira, 18 de abril de 2022;5
340;B;PAC;4;4;191;6;low;F;60;3425;1;Bahia;terça-feira, 25 de junho de 2024;sexta-feira, 28 de junho de 2024;4
341;C;PAC;2;5;255;5;medium;F;53;3775;1;Pará;sábado, 13 de novembro de 2021;segunda-feira, 15 de novembro de 2021;5
342;F;PAC;3;2;169;2;high;M;30;1698;1;Distrito Federal;sexta-feira, 28 de maio de 2021;quarta-feira, 2 de junho de 2021;5
343;D;PAC;4;5;162;2;medium;M;64;1918;1;Rondônia;quarta-feira, 30 de setembro de 2020;domingo, 4 de outubro de 2020;5
344;F;PAC;2;5;248;6;low;F;62;2750;1;Paraná;sábado, 19 de março de 2022;quinta-feira, 24 de março de 2022;4
345;A;PAC;5;3;197;4;low;F;2;2222;1;Rio Grande do Norte;sexta-feira, 11 de agosto de 2023;domingo, 13 de agosto de 2023;4
346;B;PAC;5;1;264;3;low;M;6;2882;1;Espírito Santo;terça-feira, 26 de julho de 2022;quarta-feira, 27 de julho de 2022;5
347;C;PAC;5;5;260;2;medium;F;55;2791;1;Santa Catarina;sábado, 17 de dezembro de 2022;segunda-feira, 19 de dezembro de 2022;5
348;F;PAC;5;3;186;2;medium;F;58;2259;1;Piauí;domingo, 28 de abril de 2024;segunda-feira, 29 de abril de 2024;5
349;D;PAC;4;5;233;4;low;F;44;2551;1;Paraíba;sexta-feira, 9 de outubro de 2020;segunda-feira, 12 de outubro de 2020;5
350;F;PAC;5;1;161;3;low;M;47;1954;1;Ceará;domingo, 8 de setembro de 2024;sexta-feira, 13 de setembro de 2024;5
351;A;PAC;4;5;188;3;low;F;13;2409;1;São Paulo;terça-feira, 12 de dezembro de 2023;sábado, 16 de dezembro de 2023;5
352;B;PAC;5;5;171;2;medium;F;22;1695;1;Goiás;quarta-feira, 22 de março de 2023;sexta-feira, 24 de março de 2023;5
353;C;PAC;2;2;267;3;medium;M;15;2481;1;Bahia;domingo, 23 de outubro de 2022;segunda-feira, 24 de outubro de 2022;5
354;F;PAC;4;3;255;2;high;M;47;2956;1;Rio Grande do Norte;segunda-feira, 11 de janeiro de 2021;sábado, 16 de janeiro de 2021;4
355;D;PAC;3;2;132;3;low;F;56;1303;1;Paraíba;quarta-feira, 25 de novembro de 2020;quinta-feira, 26 de novembro de 2020;4
356;F;PAC;5;1;266;3;low;F;31;3157;1;Rondônia;domingo, 4 de agosto de 2024;terça-feira, 6 de agosto de 2024;4
357;A;PAC;3;4;198;2;low;M;25;2774;1;Paraná;terça-feira, 4 de outubro de 2022;domingo, 9 de outubro de 2022;5
358;B;PAC;2;3;247;2;medium;F;62;3127;1;Pará;domingo, 8 de setembro de 2024;sexta-feira, 13 de setembro de 2024;5
359;C;PAC;3;1;140;3;medium;F;65;1291;1;Alagoas;segunda-feira, 2 de setembro de 2024;quinta-feira, 5 de setembro de 2024;5
360;F;PAC;4;3;131;5;low;M;6;1659;1;Alagoas;quarta-feira, 7 de agosto de 2024;sexta-feira, 9 de agosto de 2024;4
361;D;PAC;5;2;246;3;medium;M;49;3236;1;#REF!;terça-feira, 10 de novembro de 2020;quarta-feira, 11 de novembro de 2020;5
362;F;PAC;3;2;159;3;medium;F;4;1681;1;São Paulo;sexta-feira, 19 de abril de 2024;sábado, 20 de abril de 2024;5
363;A;PAC;3;5;203;2;medium;M;61;3642;1;Acre;quarta-feira, 19 de julho de 2023;quinta-feira, 20 de julho de 2023;5
364;B;PAC;4;3;187;4;high;F;29;3141;1;Distrito Federal;sexta-feira, 26 de junho de 2020;segunda-feira, 29 de junho de 2020;5
365;C;PAC;6;2;146;3;low;F;62;1936;1;Roraima;terça-feira, 13 de agosto de 2024;sábado, 17 de agosto de 2024;5
366;F;PAC;3;2;234;3;medium;M;39;2099;1;Minas Gerais;sexta-feira, 30 de agosto de 2024;sábado, 31 de agosto de 2024;5
367;D;PAC;3;4;122;3;high;F;15;1354;1;Maranhão;domingo, 30 de maio de 2021;segunda-feira, 31 de maio de 2021;5
368;F;PAC;3;3;135;3;low;M;8;1074;1;Paraná;domingo, 7 de março de 2021;terça-feira, 9 de março de 2021;4
369;A;PAC;3;5;103;3;low;M;3;1403;1;Pará;quinta-feira, 29 de agosto de 2024;sábado, 31 de agosto de 2024;4
370;B;PAC;3;5;257;3;medium;F;19;2173;1;Maranhão;domingo, 11 de dezembro de 2022;quarta-feira, 14 de dezembro de 2022;4
371;C;PAC;4;3;169;2;low;M;2;1399;1;Rio Grande do Sul;quarta-feira, 26 de junho de 2024;sábado, 29 de junho de 2024;4
372;F;PAC;4;5;159;3;medium;M;18;1808;1;Amazonas;domingo, 7 de julho de 2024;quinta-feira, 11 de julho de 2024;5
373;D;PAC;4;5;188;3;low;M;38;3031;1;Maranhão;domingo, 25 de julho de 2021;quarta-feira, 28 de julho de 2021;5
