id_envio,corredor_armazenagem,metodo_envio,ligacoes_cliente,avaliacao_cliente,preco,qtd_itens,importancia,genero,desconto,peso_g,entrega_no_prazo,destino,data_envio,data_entrega,avaliacao_entrega,ingestion_timestamp,dias_entrega,categoria_entrega,avaliacao_final,entrega_rapida,faixa_preco,cliente_exigente
6125,C,pac,4,5,194.0,3,medium,M,3,5168,1,Amazonas,2023-03-27,2023-03-29,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,médio,0
7596,F,pac,5,2,269.0,2,medium,F,9,5672,0,Espírito Santo,2021-05-14,2021-05-30,3,2025-05-20T23:01:37.806Z,16,lenta,2.5,0,alto,1
7705,D,pac,4,1,263.0,5,low,M,1,1605,1,Distrito Federal,2022-11-20,2022-11-24,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
8936,F,pac,6,4,279.0,4,low,F,5,1241,0,Minas Gerais,2021-02-21,2021-03-01,2,2025-05-20T23:01:37.806Z,8,lenta,3.0,0,alto,1
9835,D,pac,3,4,248.0,3,medium,M,7,5299,0,desconhecido,2024-10-05,2024-11-04,1,2025-05-20T23:01:37.806Z,30,lenta,2.5,0,alto,1
10417,D,transportadora,5,2,263.0,6,low,F,6,1511,1,Alagoas,2023-08-12,2023-08-17,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
4972,B,pac,2,5,259.0,3,low,M,3,4770,1,São Paulo,2021-08-13,2021-08-16,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
5505,A,pac,6,2,282.0,4,medium,M,8,1553,0,Rondônia,2024-11-14,2024-12-12,2,2025-05-20T23:01:37.806Z,28,lenta,2.0,0,alto,1
7625,C,pac,5,1,210.0,2,low,M,2,4079,1,Rio Grande do Sul,2021-03-23,2021-03-27,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
7695,A,pac,3,5,159.0,2,high,F,6,4295,0,Distrito Federal,2021-09-17,2021-10-10,1,2025-05-20T23:01:37.806Z,23,lenta,3.0,0,médio,1
9685,D,pac,6,1,303.0,4,low,F,9,1080,0,Tocantins,2024-09-02,2024-09-07,3,2025-05-20T23:01:37.806Z,5,normal,2.0,0,alto,1
366,F,pac,3,2,234.0,3,medium,M,39,2099,1,Minas Gerais,2024-08-30,2024-08-31,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,1
513,A,pac,5,4,160.0,4,low,F,6,1603,1,Rio Grande do Norte,2022-06-25,2022-06-30,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
1234,B,transportadora,3,5,176.0,3,high,F,1,1982,1,Rio Grande do Sul,2023-04-10,2023-04-13,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,médio,0
1816,B,pac,3,3,191.0,3,low,M,5,2007,1,Maranhão,2024-04-13,2024-04-18,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,0
2189,C,transportadora,3,3,183.0,3,high,F,6,3364,1,Rio Grande do Sul,2021-06-10,2021-06-13,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
3342,F,pac,5,4,147.0,4,medium,M,6,4369,0,Distrito Federal,2023-11-21,2023-12-30,0,2025-05-20T23:01:37.806Z,39,lenta,2.0,0,médio,1
3795,A,pac,4,1,197.0,2,low,F,2,5685,0,desconhecido,2024-03-02,2024-04-08,0,2025-05-20T23:01:37.806Z,37,lenta,0.5,0,médio,1
4514,F,sedex,4,4,197.0,5,low,M,8,4793,0,Pará,2023-01-31,2023-02-14,3,2025-05-20T23:01:37.806Z,14,lenta,3.5,0,médio,0
4572,F,pac,2,2,171.0,2,medium,F,6,5105,0,Rio Grande do Norte,2020-07-14,2020-07-26,1,2025-05-20T23:01:37.806Z,12,lenta,1.5,0,médio,1
5019,A,pac,7,1,306.0,4,medium,M,5,1467,0,Roraima,2023-10-26,2023-11-13,2,2025-05-20T23:01:37.806Z,18,lenta,1.5,0,alto,1
5874,F,sedex,2,4,242.0,3,medium,M,8,4898,0,Santa Catarina,2021-05-16,2021-06-11,0,2025-05-20T23:01:37.806Z,26,lenta,2.0,0,alto,1
5899,D,transportadora,4,3,190.0,5,low,F,8,4736,0,Mato Grosso,2021-07-15,2021-08-04,1,2025-05-20T23:01:37.806Z,20,lenta,2.0,0,médio,1
8574,F,pac,4,3,252.0,3,medium,F,10,5802,1,Piauí,2023-09-03,2023-09-08,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
8934,F,pac,5,3,140.0,5,medium,F,6,1823,0,Rondônia,2022-04-08,2022-05-18,0,2025-05-20T23:01:37.806Z,40,lenta,1.5,0,médio,1
10130,F,sedex,4,5,258.0,2,medium,F,2,4303,1,Espírito Santo,2021-12-03,2021-12-05,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
472,B,pac,4,3,244.0,3,medium,M,8,3318,1,Paraná,2024-08-30,2024-08-31,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,alto,0
1448,F,pac,4,4,154.0,3,low,M,52,1367,1,Roraima,2023-11-01,2023-11-05,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
3334,B,pac,5,3,204.0,3,high,F,1,4037,1,Minas Gerais,2023-12-09,2023-12-12,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
6787,D,pac,5,2,237.0,4,low,M,5,5623,1,Minas Gerais,2024-08-25,2024-08-29,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,1
7489,D,pac,5,5,250.0,4,medium,F,8,1247,1,Mato Grosso,2022-03-07,2022-03-11,4,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
8816,F,pac,4,4,268.0,3,low,F,9,4118,1,Rio de Janeiro,2022-11-26,2022-11-27,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
9614,F,pac,4,4,256.0,3,low,F,5,5399,0,Sergipe,2021-07-21,2021-08-30,3,2025-05-20T23:01:37.806Z,40,lenta,3.5,0,alto,0
9885,A,pac,6,1,259.0,4,low,F,4,1198,0,Minas Gerais,2022-05-06,2022-05-14,2,2025-05-20T23:01:37.806Z,8,lenta,1.5,0,alto,1
9971,C,pac,5,5,163.0,2,high,M,6,5253,1,Ceará,2020-11-08,2020-11-13,5,2025-05-20T23:01:37.806Z,5,normal,5.0,0,médio,0
10049,C,pac,3,1,171.0,4,medium,F,6,5398,0,Paraíba,2020-02-08,2020-03-07,1,2025-05-20T23:01:37.806Z,28,lenta,1.0,0,médio,1
10804,B,sedex,5,2,250.0,5,low,F,9,1897,0,Amazonas,2023-04-17,2023-05-10,3,2025-05-20T23:01:37.806Z,23,lenta,2.5,0,alto,1
1232,F,transportadora,4,2,272.0,2,low,M,57,2377,1,Minas Gerais,2023-12-11,2023-12-12,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
4747,D,pac,3,3,195.0,7,medium,F,4,4614,0,Roraima,2024-01-09,2024-02-15,3,2025-05-20T23:01:37.806Z,37,lenta,3.0,0,médio,0
5388,F,pac,5,2,226.0,3,medium,M,6,4700,1,Distrito Federal,2022-08-17,2022-08-21,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,1
7387,D,sedex,5,5,207.0,2,high,M,8,5066,1,Rondônia,2024-08-22,2024-08-23,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,alto,0
9816,F,pac,4,3,125.0,3,low,F,10,5883,0,Piauí,2023-01-29,2023-02-15,1,2025-05-20T23:01:37.806Z,17,lenta,2.0,0,médio,1
276,F,transportadora,5,5,115.0,5,low,F,26,1692,1,Pará,2024-08-29,2024-09-02,4,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
2408,F,pac,3,2,243.0,2,medium,M,26,2719,1,desconhecido,2024-10-28,2024-11-02,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
2509,D,pac,3,5,190.0,10,medium,M,26,3244,1,Goiás,2024-09-01,2024-09-02,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
3080,F,pac,3,1,188.0,2,low,F,14,2074,1,Mato Grosso do Sul,2023-08-09,2023-08-12,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,médio,1
5073,A,transportadora,5,1,262.0,2,high,M,9,5008,0,Rio Grande do Sul,2021-11-17,2021-12-19,0,2025-05-20T23:01:37.806Z,32,lenta,0.5,0,alto,1
5451,A,pac,5,3,268.0,3,medium,F,9,4152,1,Mato Grosso,2022-06-24,2022-06-29,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
6224,F,pac,6,5,244.0,4,medium,F,2,1980,0,Pernambuco,2024-12-04,2025-01-01,3,2025-05-20T23:01:37.806Z,28,lenta,4.0,0,alto,0
9934,B,pac,5,5,235.0,5,low,M,4,1758,0,Paraná,2021-04-23,2021-05-28,3,2025-05-20T23:01:37.806Z,35,lenta,4.0,0,alto,0
10149,A,transportadora,5,3,243.0,6,medium,F,10,1189,1,Rio de Janeiro,2023-08-31,2023-09-03,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
10213,D,pac,5,5,237.0,5,medium,F,9,1709,0,Alagoas,2024-06-13,2024-07-07,1,2025-05-20T23:01:37.806Z,24,lenta,3.0,0,alto,1
547,D,transportadora,5,5,147.0,4,high,F,42,1642,1,Distrito Federal,2020-03-26,2020-03-31,5,2025-05-20T23:01:37.806Z,5,normal,5.0,0,médio,0
4082,F,pac,3,2,229.0,7,high,M,3,5584,0,Acre,2020-12-18,2021-01-20,1,2025-05-20T23:01:37.806Z,33,lenta,1.5,0,alto,1
4216,B,pac,3,1,258.0,3,medium,F,2,5828,1,Rondônia,2024-02-16,2024-02-17,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
4400,F,transportadora,4,4,165.0,6,low,F,5,4640,1,Amazonas,2021-01-25,2021-01-27,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,médio,0
6696,F,sedex,3,5,254.0,3,medium,M,5,4946,0,Maranhão,2021-10-12,2021-10-24,0,2025-05-20T23:01:37.806Z,12,lenta,2.5,0,alto,1
7185,A,pac,3,2,214.0,2,medium,M,3,1983,1,Alagoas,2023-10-04,2023-10-05,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
7847,C,pac,3,4,252.0,2,medium,F,6,4040,1,Rondônia,2023-11-08,2023-11-11,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
8251,D,pac,5,1,184.0,3,low,F,10,4674,1,Piauí,2022-03-06,2022-03-08,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
8881,D,sedex,7,5,308.0,4,medium,M,1,1477,1,Mato Grosso do Sul,2024-05-29,2024-06-01,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
9195,A,transportadora,4,2,258.0,5,low,F,8,1878,0,Sergipe,2022-05-16,2022-05-28,1,2025-05-20T23:01:37.806Z,12,lenta,1.5,0,alto,1
9566,F,sedex,4,4,153.0,2,low,F,8,4248,0,Santa Catarina,2022-08-31,2022-09-15,0,2025-05-20T23:01:37.806Z,15,lenta,2.0,0,médio,1
10744,B,pac,5,1,261.0,5,medium,M,3,1644,1,Ceará,2022-12-19,2022-12-24,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
10922,F,pac,5,1,234.0,5,medium,F,9,1932,1,São Paulo,2023-08-14,2023-08-16,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
2560,B,pac,6,3,221.0,10,medium,F,13,2219,1,Mato Grosso do Sul,2020-05-15,2020-05-20,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
2775,A,pac,3,1,150.0,3,low,F,43,1831,1,Pernambuco,2022-04-02,2022-04-06,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
4686,F,pac,4,3,195.0,2,low,M,8,4576,0,Rio de Janeiro,2024-01-11,2024-02-02,1,2025-05-20T23:01:37.806Z,22,lenta,2.0,0,médio,1
5600,F,sedex,4,4,164.0,4,medium,F,1,4365,1,Amazonas,2022-06-05,2022-06-06,4,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
7775,C,pac,4,2,174.0,2,low,F,8,4295,0,Roraima,2024-12-18,2024-12-28,3,2025-05-20T23:01:37.806Z,10,lenta,2.5,0,médio,1
8127,A,pac,4,1,285.0,2,low,M,4,4401,0,Minas Gerais,2024-04-26,2024-05-11,3,2025-05-20T23:01:37.806Z,15,lenta,2.0,0,alto,1
8151,A,pac,3,3,164.0,3,high,M,9,5070,0,Rondônia,2020-10-02,2020-11-06,1,2025-05-20T23:01:37.806Z,35,lenta,2.0,0,médio,1
9167,C,sedex,6,4,294.0,3,medium,M,7,1455,0,Minas Gerais,2020-08-29,2020-09-09,3,2025-05-20T23:01:37.806Z,11,lenta,3.5,0,alto,0
9899,C,pac,2,1,285.0,3,high,F,7,4999,0,Amazonas,2021-05-30,2021-06-21,3,2025-05-20T23:01:37.806Z,22,lenta,2.0,0,alto,1
409,D,transportadora,3,2,192.0,3,medium,M,43,3339,1,Rio Grande do Sul,2022-12-19,2022-12-20,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,médio,1
1375,D,transportadora,4,3,153.0,4,low,M,36,1171,1,Espírito Santo,2024-03-01,2024-03-04,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
1420,B,pac,4,5,161.0,2,medium,M,55,1457,1,São Paulo,2021-12-10,2021-12-14,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,médio,0
1432,B,pac,5,5,180.0,5,medium,M,35,1725,1,Paraíba,2022-05-04,2022-05-07,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,médio,0
2430,F,pac,3,2,143.0,3,low,F,58,1785,1,Paraná,2023-04-27,2023-05-02,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
2548,B,pac,5,2,235.0,2,low,F,61,3451,1,Pernambuco,2021-12-21,2021-12-26,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
4451,C,pac,4,4,176.0,6,high,M,5,4494,1,Alagoas,2020-10-31,2020-11-05,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
4478,F,pac,5,4,226.0,2,low,M,6,4547,0,Goiás,2024-05-06,2024-05-20,0,2025-05-20T23:01:37.806Z,14,lenta,2.0,0,alto,1
6251,C,pac,4,3,273.0,10,medium,F,8,4896,0,Pernambuco,2022-01-27,2022-03-08,2,2025-05-20T23:01:37.806Z,40,lenta,2.5,0,alto,1
6492,F,pac,6,4,251.0,4,low,F,10,1568,1,Paraná,2022-01-07,2022-01-11,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
7551,A,transportadora,3,3,217.0,2,high,F,9,5554,1,Rio de Janeiro,2020-09-21,2020-09-26,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
7718,F,pac,6,5,276.0,4,low,M,3,1136,0,Minas Gerais,2023-11-29,2023-12-25,1,2025-05-20T23:01:37.806Z,26,lenta,3.0,0,alto,1
7869,A,pac,2,1,202.0,2,medium,F,5,4456,0,Rio Grande do Sul,2024-07-06,2024-07-31,0,2025-05-20T23:01:37.806Z,25,lenta,0.5,0,alto,1
7982,F,pac,4,4,218.0,2,medium,M,3,5039,0,Sergipe,2023-05-02,2023-06-04,0,2025-05-20T23:01:37.806Z,33,lenta,2.0,0,alto,1
9178,B,transportadora,3,4,179.0,2,medium,M,5,1340,0,Paraíba,2024-11-02,2024-12-08,1,2025-05-20T23:01:37.806Z,36,lenta,2.5,0,médio,1
9345,A,pac,4,1,253.0,3,medium,F,9,5502,1,Rio de Janeiro,2020-06-29,2020-07-02,5,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
10881,A,pac,3,4,148.0,3,low,M,1,4387,0,Piauí,2024-11-14,2024-11-25,2,2025-05-20T23:01:37.806Z,11,lenta,3.0,0,médio,1
560,F,transportadora,5,2,271.0,3,medium,M,32,3785,1,Maranhão,2020-05-05,2020-05-10,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
2575,D,pac,4,1,189.0,2,medium,F,63,3474,1,Mato Grosso,2022-07-09,2022-07-11,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
3170,F,pac,6,3,161.0,4,medium,M,8,1247,0,Acre,2022-09-29,2022-10-13,1,2025-05-20T23:01:37.806Z,14,lenta,2.0,0,médio,1
4588,B,pac,4,1,145.0,3,low,M,3,5618,1,desconhecido,2020-02-26,2020-03-02,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
4609,D,pac,4,2,236.0,3,low,F,1,4076,0,Mato Grosso do Sul,2020-03-01,2020-03-25,1,2025-05-20T23:01:37.806Z,24,lenta,1.5,0,alto,1
4691,C,pac,3,1,245.0,3,medium,F,1,5325,0,Pernambuco,2023-04-29,2023-05-12,2,2025-05-20T23:01:37.806Z,13,lenta,1.5,0,alto,1
5200,B,sedex,5,4,249.0,3,high,F,2,4397,1,Distrito Federal,2024-09-25,2024-09-30,4,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
5438,F,pac,4,3,192.0,3,medium,F,10,5190,0,Mato Grosso,2021-12-09,2022-01-02,1,2025-05-20T23:01:37.806Z,24,lenta,2.0,0,médio,1
5910,F,pac,4,1,198.0,4,low,F,5,5182,0,Ceará,2021-06-08,2021-07-01,1,2025-05-20T23:01:37.806Z,23,lenta,1.0,0,médio,1
6576,F,transportadora,4,1,273.0,5,low,F,7,1922,0,Bahia,2020-06-23,2020-07-17,1,2025-05-20T23:01:37.806Z,24,lenta,1.0,0,alto,1
7275,A,transportadora,5,2,248.0,2,low,F,10,4813,0,Rio Grande do Norte,2023-04-18,2023-05-02,2,2025-05-20T23:01:37.806Z,14,lenta,2.0,0,alto,1
9420,F,pac,7,3,300.0,4,medium,F,5,1244,0,Distrito Federal,2021-05-24,2021-06-08,1,2025-05-20T23:01:37.806Z,15,lenta,2.0,0,alto,1
10177,D,pac,6,3,277.0,4,medium,F,6,1433,0,Alagoas,2021-09-02,2021-09-28,0,2025-05-20T23:01:37.806Z,26,lenta,1.5,0,alto,1
226,B,pac,5,4,255.0,4,medium,F,38,2771,1,Espírito Santo,2020-03-14,2020-03-15,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
1470,F,pac,3,3,167.0,3,medium,F,42,1363,1,desconhecido,2021-07-23,2021-07-25,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
2209,D,transportadora,3,1,184.0,2,low,F,31,3191,1,Espírito Santo,2024-11-26,2024-11-30,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
4853,C,pac,4,4,254.0,4,low,F,10,4827,0,Amazonas,2024-07-27,2024-09-03,2,2025-05-20T23:01:37.806Z,38,lenta,3.0,0,alto,1
5122,B,pac,3,1,206.0,3,medium,M,5,5676,1,Piauí,2023-05-04,2023-05-05,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
5158,B,pac,4,2,274.0,2,low,M,10,4361,0,Espírito Santo,2022-01-31,2022-02-05,0,2025-05-20T23:01:37.806Z,5,normal,1.0,0,alto,1
5492,F,transportadora,4,4,196.0,5,low,F,6,4258,0,Paraíba,2022-02-28,2022-04-01,2,2025-05-20T23:01:37.806Z,32,lenta,3.0,0,médio,1
6888,F,pac,5,3,243.0,5,low,M,2,1776,1,Maranhão,2023-08-11,2023-08-16,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
7593,A,pac,5,1,256.0,2,medium,F,1,5352,1,São Paulo,2021-05-07,2021-05-08,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
9198,F,pac,5,3,255.0,6,medium,F,1,5874,0,Espírito Santo,2021-11-08,2021-12-18,1,2025-05-20T23:01:37.806Z,40,lenta,2.0,0,alto,1
10152,F,transportadora,5,4,235.0,5,low,F,8,1549,0,Goiás,2022-12-27,2023-01-17,0,2025-05-20T23:01:37.806Z,21,lenta,2.0,0,alto,1
200,F,pac,2,2,154.0,3,medium,M,38,7846,1,Pernambuco,2021-01-16,2021-01-18,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
5852,F,pac,4,5,201.0,2,high,F,2,4657,0,Mato Grosso do Sul,2020-11-13,2020-11-21,2,2025-05-20T23:01:37.806Z,8,lenta,3.5,0,alto,1
7483,D,pac,4,2,263.0,5,low,F,5,1874,0,São Paulo,2024-02-25,2024-03-10,0,2025-05-20T23:01:37.806Z,14,lenta,1.0,0,alto,1
7833,A,pac,5,4,265.0,2,low,F,2,5164,1,Rio Grande do Sul,2023-09-23,2023-09-24,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
8477,C,sedex,5,1,258.0,6,low,F,7,4344,0,Acre,2023-05-04,2023-06-13,1,2025-05-20T23:01:37.806Z,40,lenta,1.0,0,alto,1
9893,C,pac,4,1,171.0,2,medium,F,10,4536,0,Mato Grosso,2024-12-11,2025-01-13,0,2025-05-20T23:01:37.806Z,33,lenta,0.5,0,médio,1
1021,D,pac,3,4,166.0,3,medium,M,43,1095,1,Bahia,2024-06-08,2024-06-12,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
2809,D,pac,3,2,146.0,4,low,M,13,1790,1,Goiás,2021-07-31,2021-08-04,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,1
4682,F,pac,5,4,139.0,2,medium,F,2,4217,1,Ceará,2023-11-16,2023-11-19,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
5411,C,pac,4,2,149.0,5,medium,F,8,4209,0,Distrito Federal,2021-01-09,2021-02-15,3,2025-05-20T23:01:37.806Z,37,lenta,2.5,0,médio,1
7111,D,sedex,5,5,235.0,5,medium,F,10,1393,0,Paraná,2024-02-16,2024-03-15,1,2025-05-20T23:01:37.806Z,28,lenta,3.0,0,alto,1
42,F,pac,5,5,139.0,4,medium,M,61,1265,1,Pará,2022-06-21,2022-06-23,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,médio,0
438,F,pac,5,2,186.0,3,medium,F,15,2153,1,Distrito Federal,2023-05-27,2023-05-29,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
1070,F,sedex,5,5,179.0,5,low,M,38,1437,1,Pernambuco,2023-03-23,2023-03-26,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,médio,0
1217,C,sedex,3,5,256.0,3,low,F,62,2971,1,São Paulo,2021-10-14,2021-10-19,5,2025-05-20T23:01:37.806Z,5,normal,5.0,0,alto,0
1606,B,pac,5,2,140.0,4,high,M,58,1175,1,Rondônia,2022-04-13,2022-04-18,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
2322,F,sedex,5,5,192.0,3,medium,F,37,2197,1,Santa Catarina,2022-07-06,2022-07-08,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,médio,0
2421,A,pac,5,2,249.0,5,high,F,28,2846,1,Maranhão,2021-01-12,2021-01-14,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
2687,C,pac,4,2,273.0,2,low,F,31,2229,1,Paraíba,2020-03-10,2020-03-13,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
2830,B,pac,3,4,172.0,3,low,M,56,1103,1,Pernambuco,2022-05-04,2022-05-06,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
2981,C,pac,3,3,200.0,3,low,M,4,3791,1,Rio de Janeiro,2020-05-07,2020-05-08,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
3025,D,transportadora,6,1,231.0,4,medium,F,23,2455,1,Distrito Federal,2024-03-11,2024-03-13,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
3198,F,pac,4,5,296.0,2,medium,M,1,1678,0,Distrito Federal,2023-07-07,2023-07-31,1,2025-05-20T23:01:37.806Z,24,lenta,3.0,0,alto,1
3468,F,pac,3,1,180.0,3,low,F,10,5633,0,Amazonas,2023-11-13,2023-12-16,1,2025-05-20T23:01:37.806Z,33,lenta,1.0,0,médio,1
7140,F,transportadora,5,1,262.0,6,medium,M,1,1696,0,Roraima,2024-06-17,2024-07-07,2,2025-05-20T23:01:37.806Z,20,lenta,1.5,0,alto,1
8730,F,pac,4,4,239.0,3,medium,M,6,5632,0,Minas Gerais,2020-11-17,2020-12-27,1,2025-05-20T23:01:37.806Z,40,lenta,2.5,0,alto,1
9426,F,pac,4,5,251.0,5,medium,M,10,1683,1,Rio Grande do Norte,2023-09-28,2023-10-02,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,alto,0
10676,F,sedex,4,3,230.0,3,high,F,1,5114,1,Espírito Santo,2023-04-10,2023-04-14,5,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
10890,F,pac,5,5,243.0,2,medium,F,5,4709,0,Pernambuco,2021-01-21,2021-02-09,3,2025-05-20T23:01:37.806Z,19,lenta,4.0,0,alto,0
10946,F,sedex,5,2,257.0,6,low,M,3,1379,1,Paraná,2020-09-14,2020-09-15,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
18,F,pac,5,5,227.0,3,medium,M,36,3952,1,Rio Grande do Norte,2020-07-28,2020-07-30,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,alto,0
303,A,pac,3,4,241.0,2,low,M,57,3671,1,Minas Gerais,2024-09-07,2024-09-12,4,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
2161,D,pac,3,4,254.0,2,medium,F,44,3786,1,Alagoas,2024-06-13,2024-06-17,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
2200,B,transportadora,5,5,216.0,2,high,M,33,3202,1,Rondônia,2024-10-15,2024-10-17,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,alto,0
3156,F,transportadora,3,4,149.0,3,low,M,1,5040,1,Amazonas,2021-09-27,2021-10-02,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
3580,B,pac,6,5,163.0,4,high,M,3,5118,1,Santa Catarina,2021-02-23,2021-02-24,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,médio,0
3927,A,pac,2,3,178.0,3,medium,F,8,4451,1,Piauí,2020-07-01,2020-07-05,5,2025-05-20T23:01:37.806Z,4,normal,4.0,0,médio,0
4118,F,transportadora,4,4,225.0,3,low,M,10,4486,0,Espírito Santo,2024-07-25,2024-09-03,0,2025-05-20T23:01:37.806Z,40,lenta,2.0,0,alto,1
4518,F,transportadora,5,4,219.0,4,low,F,8,4540,0,Paraná,2022-07-07,2022-08-14,0,2025-05-20T23:01:37.806Z,38,lenta,2.0,0,alto,1
5255,C,pac,6,3,274.0,4,low,M,10,1174,0,Santa Catarina,2022-04-19,2022-04-29,1,2025-05-20T23:01:37.806Z,10,lenta,2.0,0,alto,1
6701,C,sedex,3,3,136.0,3,low,M,10,5175,0,Paraná,2024-08-10,2024-09-08,0,2025-05-20T23:01:37.806Z,29,lenta,1.5,0,médio,1
8551,D,pac,4,2,232.0,5,medium,F,4,1783,0,Distrito Federal,2020-01-07,2020-01-21,1,2025-05-20T23:01:37.806Z,14,lenta,1.5,0,alto,1
8868,F,pac,4,5,246.0,5,low,F,2,1024,1,Alagoas,2021-11-10,2021-11-11,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,alto,0
9535,D,pac,3,1,131.0,6,medium,M,8,5352,0,Goiás,2021-06-26,2021-07-20,0,2025-05-20T23:01:37.806Z,24,lenta,0.5,0,médio,1
